"raceId","driverId","qual_positon","qual_time","resultId","grid","finish_position","positionOrder","statusId","YEAR","NAME","WEATHER_WET","CIRCUITREF","circuitId","circuit","country","lat","lng","alt","code","forename","surname","nationality","qual_gap","won_race","count"
978,1,1,86.6,23562,1,"1",1,1,2017,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","HAM","Lewis","Hamilton","British",0,1,3
978,8,2,87.147,23564,2,"3",3,1,2017,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","RAI","Kimi","Räikkönen","Finnish",0.547000000000011,0,3
978,20,3,87.356,23568,3,"7",7,1,2017,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","VET","Sebastian","Vettel","German",0.756,0,3
979,20,1,76.276,23582,1,"1",1,1,2017,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","VET","Sebastian","Vettel","German",0,1,3
979,8,2,76.444,23583,2,"2",2,1,2017,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","RAI","Kimi","Räikkönen","Finnish",0.168000000000006,0,3
979,822,3,76.53,23584,3,"3",3,1,2017,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","BOT","Valtteri","Bottas","Finnish",0.254000000000005,0,3
980,1,1,102.553,23602,1,"1",1,1,2017,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","HAM","Lewis","Hamilton","British",0,1,3
980,20,2,102.795,23603,2,"2",2,1,2017,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","VET","Sebastian","Vettel","German",0.24199999999999,0,3
980,822,3,103.094,23606,3,"5",5,1,2017,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","BOT","Valtteri","Bottas","Finnish",0.540999999999997,0,3
985,1,1,93.108,23702,1,"1",1,1,2017,"United States Grand Prix","N","americas",69,"Circuit of the Americas","USA",30.1328,-97.6411,"161","HAM","Lewis","Hamilton","British",0,1,3
985,20,2,93.347,23703,2,"2",2,1,2017,"United States Grand Prix","N","americas",69,"Circuit of the Americas","USA",30.1328,-97.6411,"161","VET","Sebastian","Vettel","German",0.239000000000004,0,3
985,822,3,93.568,23706,3,"5",5,1,2017,"United States Grand Prix","N","americas",69,"Circuit of the Americas","USA",30.1328,-97.6411,"161","BOT","Valtteri","Bottas","Finnish",0.460000000000008,0,3
986,20,1,76.488,23725,1,"4",4,1,2017,"Mexican Grand Prix","N","rodriguez",32,"Autódromo Hermanos Rodríguez","Mexico",19.4042,-99.0907,"2227","VET","Sebastian","Vettel","German",0,0,3
986,830,2,76.574,23722,2,"1",1,1,2017,"Mexican Grand Prix","N","rodriguez",32,"Autódromo Hermanos Rodríguez","Mexico",19.4042,-99.0907,"2227","VER","Max","Verstappen","Dutch",0.0859999999999985,1,3
986,1,3,76.934,23730,3,"9",9,11,2017,"Mexican Grand Prix","N","rodriguez",32,"Autódromo Hermanos Rodríguez","Mexico",19.4042,-99.0907,"2227","HAM","Lewis","Hamilton","British",0.445999999999998,0,3
987,822,1,68.322,23743,1,"2",2,1,2017,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","BOT","Valtteri","Bottas","Finnish",0,0,3
987,20,2,68.36,23742,2,"1",1,1,2017,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","VET","Sebastian","Vettel","German",0.0379999999999967,1,3
987,8,3,68.538,23744,3,"3",3,1,2017,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","RAI","Kimi","Räikkönen","Finnish",0.215999999999994,0,3
988,822,1,96.231,23762,1,"1",1,1,2017,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","BOT","Valtteri","Bottas","Finnish",0,1,3
988,1,2,96.403,23763,2,"2",2,1,2017,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","HAM","Lewis","Hamilton","British",0.171999999999997,0,3
988,20,3,96.777,23764,3,"3",3,1,2017,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","VET","Sebastian","Vettel","German",0.545999999999992,0,3
989,1,1,81.164,23783,1,"2",2,1,2018,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","HAM","Lewis","Hamilton","British",0,0,3
989,8,2,81.828,23784,2,"3",3,1,2018,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","RAI","Kimi","Räikkönen","Finnish",0.664000000000001,0,3
989,20,3,81.838,23782,3,"1",1,1,2018,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","VET","Sebastian","Vettel","German",0.673999999999992,1,3
993,1,1,76.173,23862,1,"1",1,1,2018,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","HAM","Lewis","Hamilton","British",0,1,3
993,822,2,76.213,23863,2,"2",2,1,2018,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","BOT","Valtteri","Bottas","Finnish",0.039999999999992,0,3
993,20,3,76.305,23865,3,"4",4,1,2018,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","VET","Sebastian","Vettel","German",0.132000000000005,0,3
994,817,1,70.81,23882,1,"1",1,1,2018,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","RIC","Daniel","Ricciardo","Australian",0,1,3
994,20,2,71.039,23883,2,"2",2,1,2018,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","VET","Sebastian","Vettel","German",0.228999999999999,0,3
994,1,3,71.232,23884,3,"3",3,1,2018,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","HAM","Lewis","Hamilton","British",0.421999999999997,0,3
995,20,1,70.764,23902,1,"1",1,1,2018,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","VET","Sebastian","Vettel","German",0,1,3
995,822,2,70.857,23903,2,"2",2,1,2018,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","BOT","Valtteri","Bottas","Finnish",0.0930000000000035,0,3
995,830,3,70.937,23904,3,"3",3,1,2018,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","VER","Max","Verstappen","Dutch",0.173000000000002,0,3
996,1,1,90.029,23922,1,"1",1,1,2018,"French Grand Prix","N","ricard",34,"Circuit Paul Ricard","France",43.2506,5.79167,"432","HAM","Lewis","Hamilton","British",0,1,3
996,822,2,90.147,23928,2,"7",7,1,2018,"French Grand Prix","N","ricard",34,"Circuit Paul Ricard","France",43.2506,5.79167,"432","BOT","Valtteri","Bottas","Finnish",0.117999999999995,0,3
996,20,3,90.4,23926,3,"5",5,1,2018,"French Grand Prix","N","ricard",34,"Circuit Paul Ricard","France",43.2506,5.79167,"432","VET","Sebastian","Vettel","German",0.371000000000009,0,3
998,1,1,85.892,23963,1,"2",2,1,2018,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","HAM","Lewis","Hamilton","British",0,0,3
998,20,2,85.936,23962,2,"1",1,1,2018,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","VET","Sebastian","Vettel","German",0.0440000000000111,1,3
998,8,3,85.99,23964,3,"3",3,1,2018,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","RAI","Kimi","Räikkönen","Finnish",0.097999999999999,0,3
1000,8,3,96.186,24005,3,"3",3,1,2018,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","RAI","Kimi","Räikkönen","Finnish",10.294,0,3
1000,1,1,95.658,24003,1,"1",1,1,2018,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","HAM","Lewis","Hamilton","British",0,1,3
1000,822,2,95.918,24007,2,"5",5,1,2018,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","BOT","Valtteri","Bottas","Finnish",0.260000000000019,0,3
1001,1,1,118.179,24024,1,"2",2,1,2018,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","HAM","Lewis","Hamilton","British",0,0,3
1001,20,2,118.905,24023,2,"1",1,1,2018,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","VET","Sebastian","Vettel","German",0.725999999999999,1,3
1001,839,3,121.851,24028,3,"6",6,1,2018,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","OCO","Esteban","Ocon","French",3.672,0,3
1002,8,1,79.119,24044,1,"2",2,1,2018,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","RAI","Kimi","Räikkönen","Finnish",0,0,3
1002,20,2,79.28,24046,2,"4",4,1,2018,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","VET","Sebastian","Vettel","German",0.161000000000001,0,3
1002,1,3,79.294,24043,3,"1",1,1,2018,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","HAM","Lewis","Hamilton","British",0.174999999999997,1,3
1003,1,1,96.015,24063,1,"1",1,1,2018,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","HAM","Lewis","Hamilton","British",0,1,3
1003,830,2,96.334,24064,2,"2",2,1,2018,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","VER","Max","Verstappen","Dutch",0.319000000000017,0,3
1003,20,3,96.628,24065,3,"3",3,1,2018,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","VET","Sebastian","Vettel","German",0.613,0,3
1004,822,1,91.387,24084,1,"2",2,1,2018,"Russian Grand Prix","N","sochi",71,"Sochi Autodrom","Russia",43.4057,39.9578,"2","BOT","Valtteri","Bottas","Finnish",0,0,3
1004,1,2,91.532,24083,2,"1",1,1,2018,"Russian Grand Prix","N","sochi",71,"Sochi Autodrom","Russia",43.4057,39.9578,"2","HAM","Lewis","Hamilton","British",0.14500000000001,1,3
1004,20,3,91.943,24085,3,"3",3,1,2018,"Russian Grand Prix","N","sochi",71,"Sochi Autodrom","Russia",43.4057,39.9578,"2","VET","Sebastian","Vettel","German",0.556000000000012,0,3
1005,1,1,87.76,24103,1,"1",1,1,2018,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","HAM","Lewis","Hamilton","British",0,1,3
1005,822,2,88.059,24104,2,"2",2,1,2018,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","BOT","Valtteri","Bottas","Finnish",0.298999999999992,0,3
1005,830,3,89.057,24105,3,"3",3,1,2018,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","VER","Max","Verstappen","Dutch",1.29699999999998,0,3
1009,1,1,94.794,24183,1,"1",1,1,2018,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","HAM","Lewis","Hamilton","British",0,1,3
1009,822,2,94.956,24187,2,"5",5,1,2018,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","BOT","Valtteri","Bottas","Finnish",0.161999999999978,0,3
1009,20,3,95.125,24184,3,"2",2,1,2018,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","VET","Sebastian","Vettel","German",0.330999999999989,0,3
1010,1,1,80.486,24204,1,"2",2,1,2019,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","HAM","Lewis","Hamilton","British",0,0,3
1010,822,2,80.598,24203,2,"1",1,1,2019,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","BOT","Valtteri","Bottas","Finnish",0.111999999999995,1,3
1010,20,3,81.19,24206,3,"4",4,1,2019,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","VET","Sebastian","Vettel","German",0.703999999999994,0,3
1011,844,1,87.866,24225,1,"3",3,1,2019,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","LEC","Charles","Leclerc","Monegasque",0,0,3
1011,20,2,88.16,24227,2,"5",5,1,2019,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","VET","Sebastian","Vettel","German",0.293999999999997,0,3
1011,1,3,88.19,24223,3,"1",1,1,2019,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","HAM","Lewis","Hamilton","British",0.323999999999998,1,3
1012,822,1,91.547,24244,1,"2",2,1,2019,"Chinese Grand Prix","N","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","BOT","Valtteri","Bottas","Finnish",0,0,3
1012,1,2,91.57,24243,2,"1",1,1,2019,"Chinese Grand Prix","N","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","HAM","Lewis","Hamilton","British",0.0229999999999961,1,3
1012,20,3,91.848,24245,3,"3",3,1,2019,"Chinese Grand Prix","N","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","VET","Sebastian","Vettel","German",0.301000000000016,0,3
1013,822,1,100.495,24263,1,"1",1,1,2019,"Azerbaijan Grand Prix","N","BAK",73,"Baku City Circuit","Azerbaijan",40.3725,49.8533,"-7","BOT","Valtteri","Bottas","Finnish",0,1,3
1013,1,2,100.554,24264,2,"2",2,1,2019,"Azerbaijan Grand Prix","N","BAK",73,"Baku City Circuit","Azerbaijan",40.3725,49.8533,"-7","HAM","Lewis","Hamilton","British",0.0589999999999975,0,3
1013,20,3,100.797,24265,3,"3",3,1,2019,"Azerbaijan Grand Prix","N","BAK",73,"Baku City Circuit","Azerbaijan",40.3725,49.8533,"-7","VET","Sebastian","Vettel","German",0.301999999999992,0,3
1014,822,1,75.406,24284,1,"2",2,1,2019,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","BOT","Valtteri","Bottas","Finnish",0,0,3
1014,1,2,76.04,24283,2,"1",1,1,2019,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","HAM","Lewis","Hamilton","British",0.634,1,3
1014,20,3,76.272,24286,3,"4",4,1,2019,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","VET","Sebastian","Vettel","German",0.866,0,3
1015,1,1,70.166,24306,1,"1",1,1,2019,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","HAM","Lewis","Hamilton","British",0,1,3
1015,822,2,70.252,24308,2,"3",3,1,2019,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","BOT","Valtteri","Bottas","Finnish",0.0859999999999985,0,3
1015,830,3,70.641,24309,3,"4",4,1,2019,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","VER","Max","Verstappen","Dutch",0.475000000000009,0,3
1016,20,1,70.24,24327,1,"2",2,1,2019,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","VET","Sebastian","Vettel","German",0,0,3
1016,1,2,70.446,24326,2,"1",1,1,2019,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","HAM","Lewis","Hamilton","British",0.206000000000003,1,3
1016,844,3,70.92,24328,3,"3",3,1,2019,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","LEC","Charles","Leclerc","Monegasque",0.680000000000007,0,3
1022,844,1,102.519,24446,1,"1",1,1,2019,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","LEC","Charles","Leclerc","Monegasque",0,1,3
1022,20,2,103.267,24449,2,"4",4,1,2019,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","VET","Sebastian","Vettel","German",0.74799999999999,0,3
1022,1,3,103.282,24447,3,"2",2,1,2019,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","HAM","Lewis","Hamilton","British",0.763000000000005,0,3
1023,844,1,79.307,24466,1,"1",1,1,2019,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","LEC","Charles","Leclerc","Monegasque",0,1,3
1023,1,2,79.346,24468,2,"3",3,1,2019,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","HAM","Lewis","Hamilton","British",0.0390000000000015,0,3
1023,822,3,79.354,24467,3,"2",2,1,2019,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","BOT","Valtteri","Bottas","Finnish",0.046999999999997,0,3
1024,844,1,96.217,24487,1,"2",2,1,2019,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","LEC","Charles","Leclerc","Monegasque",0,0,3
1024,1,2,96.408,24489,2,"4",4,1,2019,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","HAM","Lewis","Hamilton","British",0.190999999999974,0,3
1024,20,3,96.437,24486,3,"1",1,1,2019,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","VET","Sebastian","Vettel","German",0.219999999999999,1,3
1026,20,1,87.064,24527,1,"2",2,1,2019,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","VET","Sebastian","Vettel","German",0,0,3
1026,844,2,87.253,24531,2,"6",6,11,2019,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","LEC","Charles","Leclerc","Monegasque",0.189000000000007,0,3
1026,822,3,87.293,24526,3,"1",1,1,2019,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","BOT","Valtteri","Bottas","Finnish",0.229000000000013,1,3
1029,830,1,67.508,24586,1,"1",1,1,2019,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","VER","Max","Verstappen","Dutch",0,1,3
1029,20,2,67.631,24602,2,"17",17,4,2019,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","VET","Sebastian","Vettel","German",0.123000000000005,0,3
1029,1,3,67.699,24592,3,"7",7,1,2019,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","HAM","Lewis","Hamilton","British",0.191000000000003,0,3
1032,1,1,79.273,24646,1,"1",1,1,2020,"Styrian Grand Prix","N","red_bull_ring",70,"Red Bull Ring","Austria",47.2197,14.7647,"678","HAM","Lewis","Hamilton","British",0,1,3
1032,830,2,80.489,24648,2,"3",3,1,2020,"Styrian Grand Prix","N","red_bull_ring",70,"Red Bull Ring","Austria",47.2197,14.7647,"678","VER","Max","Verstappen","Dutch",1.21600000000001,0,3
1032,832,3,80.671,24654,3,"9",9,11,2020,"Styrian Grand Prix","N","red_bull_ring",70,"Red Bull Ring","Austria",47.2197,14.7647,"678","SAI","Carlos","Sainz","Spanish",1.39800000000001,0,3
1033,1,1,73.447,24666,1,"1",1,1,2020,"Hungarian Grand Prix","Y","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","HAM","Lewis","Hamilton","British",0,1,3
1034,1,1,84.303,24686,1,"1",1,1,2020,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","HAM","Lewis","Hamilton","British",0,1,3
1034,822,2,84.616,24696,2,"11",11,1,2020,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","BOT","Valtteri","Bottas","Finnish",0.313000000000002,0,3
1034,830,3,85.325,24687,3,"2",2,1,2020,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","VER","Max","Verstappen","Dutch",1.02200000000001,0,3
1035,822,1,85.154,24708,1,"3",3,1,2020,"70th Anniversary Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","BOT","Valtteri","Bottas","Finnish",0,0,3
1035,1,2,85.217,24707,2,"2",2,1,2020,"70th Anniversary Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","HAM","Lewis","Hamilton","British",0.0630000000000024,0,3
1035,807,3,86.082,24712,3,"7",7,1,2020,"70th Anniversary Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","HUL","Nico","Hülkenberg","German",0.927999999999997,0,3
1036,1,1,75.584,24726,1,"1",1,1,2020,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","HAM","Lewis","Hamilton","British",0,1,3
1036,822,2,75.643,24728,2,"3",3,1,2020,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","BOT","Valtteri","Bottas","Finnish",0.0589999999999975,0,3
1036,830,3,76.292,24727,3,"2",2,1,2020,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","VER","Max","Verstappen","Dutch",0.707999999999998,0,3
1037,1,1,101.252,24746,1,"1",1,1,2020,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","HAM","Lewis","Hamilton","British",0,1,3
1037,822,2,101.763,24747,2,"2",2,1,2020,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","BOT","Valtteri","Bottas","Finnish",0.510999999999996,0,3
1037,830,3,101.778,24748,3,"3",3,1,2020,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","VER","Max","Verstappen","Dutch",0.525999999999982,0,3
1038,1,1,78.887,24772,1,"7",7,1,2020,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","HAM","Lewis","Hamilton","British",0,0,3
1038,822,2,78.956,24770,2,"5",5,1,2020,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","BOT","Valtteri","Bottas","Finnish",0.0690000000000026,0,3
1038,832,3,79.695,24767,3,"2",2,1,2020,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","SAI","Carlos","Sainz","Spanish",0.807999999999993,0,3
1040,1,1,91.304,24808,1,"3",3,1,2020,"Russian Grand Prix","N","sochi",71,"Sochi Autodrom","Russia",43.4057,39.9578,"2","HAM","Lewis","Hamilton","British",0,0,3
1040,830,2,91.867,24807,2,"2",2,1,2020,"Russian Grand Prix","N","sochi",71,"Sochi Autodrom","Russia",43.4057,39.9578,"2","VER","Max","Verstappen","Dutch",0.562999999999988,0,3
1040,822,3,91.956,24806,3,"1",1,1,2020,"Russian Grand Prix","N","sochi",71,"Sochi Autodrom","Russia",43.4057,39.9578,"2","BOT","Valtteri","Bottas","Finnish",0.651999999999987,1,3
1042,1,1,76.652,24846,1,"1",1,1,2020,"Portuguese Grand Prix","N","portimao",75,"Autódromo Internacional do Algarve","Portugal",37.227,-8.6267,"108","HAM","Lewis","Hamilton","British",0,1,3
1044,840,1,107.765,24894,1,"9",9,1,2020,"Turkish Grand Prix","Y","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","STR","Lance","Stroll","Canadian",0,0,3
1044,830,2,108.055,24891,2,"6",6,1,2020,"Turkish Grand Prix","Y","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","VER","Max","Verstappen","Dutch",0.29000000000002,0,3
1044,815,3,109.321,24887,3,"2",2,1,2020,"Turkish Grand Prix","Y","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","PER","Sergio","Pérez","Mexican",1.55600000000001,0,3
1045,1,1,87.264,24906,1,"1",1,1,2020,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","HAM","Lewis","Hamilton","British",0,1,3
1045,822,2,87.553,24913,2,"8",8,1,2020,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","BOT","Valtteri","Bottas","Finnish",0.289000000000001,0,3
1045,830,3,87.678,24907,3,"2",2,1,2020,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","VER","Max","Verstappen","Dutch",0.414000000000001,0,3
1047,830,1,95.246,24946,1,"1",1,1,2020,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","VER","Max","Verstappen","Dutch",0,1,3
1047,822,2,95.271,24947,2,"2",2,1,2020,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","BOT","Valtteri","Bottas","Finnish",0.0249999999999773,0,3
1047,1,3,95.332,24948,3,"3",3,1,2020,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","HAM","Lewis","Hamilton","British",0.0859999999999843,0,3
1052,830,1,88.997,24967,1,"2",2,1,2021,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","VER","Max","Verstappen","Dutch",0,0,3
1052,1,2,89.385,24966,2,"1",1,1,2021,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","HAM","Lewis","Hamilton","British",0.387999999999977,1,3
1052,822,3,89.586,24968,3,"3",3,1,2021,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","BOT","Valtteri","Bottas","Finnish",0.588999999999999,0,3
1053,1,1,74.411,24987,1,"2",2,1,2021,"Emilia Romagna Grand Prix","Y","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","HAM","Lewis","Hamilton","British",0,0,3
